1,
41,46,14,10,3,-6,-10,-5,
35,40,13,15,7,-6,-6,-1,
21,53,24,6,3,-3,-12,-1,
40,48,25,14,18,-7,-8,-2,
2,42,16,13,9,-6,-3,1,
14,48,14,9,2,-9,-11,-7,
8,52,15,11,2,0,-5,2,
27,50,11,18,1,-9,-11,5,
29,45,6,6,3,-11,-1,5,
27,42,-5,2,3,-15,-8,-5,
11,60,3,7,10,-22,11,-5,
17,50,10,6,-1,-2,-5,8,
19,54,11,1,-1,-9,-11,-1,
18,41,6,12,9,-6,10,-5,
28,43,-6,20,2,-1,-10,11,
28,46,15,21,-1,-1,-17,-13,
2,
34,-50,-27,15,7,6,0,3,
28,-41,6,12,1,4,-2,-6,
28,18,6,-2,4,18,-6,7,
19,12,-10,-12,29,12,-17,8,
2,2,10,19,18,18,8,-2,
5,-16,8,17,19,26,-4,-3,
7,4,0,3,31,-3,-4,-6,
16,8,21,8,8,8,-19,22,
29,-6,-2,10,-12,16,5,-1,
-11,4,-5,20,7,17,25,8,
22,-16,3,14,9,7,-1,-12,
6,9,27,16,-4,21,15,-11,
8,6,18,44,-4,-2,-9,-15,
29,-27,17,12,5,12,-9,-17,
49,-55,6,5,-5,9,-8,-5,
28,-45,10,4,9,24,0,-6,
3,
59,5,6,-2,-17,1,14,-5,
26,-2,-4,5,2,4,-15,-12,
21,-20,-15,17,-12,-14,-3,-6,
0,-1,-20,-4,3,-7,4,-6,
19,-23,-8,-8,14,-16,25,-9,
23,-16,-5,-3,-1,1,0,4,
0,-11,-5,14,-5,0,15,3,
34,-13,4,1,8,-5,-11,2,
9,3,-20,3,10,-2,-13,16,
28,-6,-4,-3,5,3,7,-6,
37,-17,-2,8,-3,-3,-3,6,
36,-22,8,3,10,2,7,-9,
18,-9,7,8,5,11,1,-1,
33,-11,22,10,-13,0,-8,-1,
45,-9,10,-2,-7,16,-9,-13,
32,-4,13,-8,0,-1,-1,-7,
4,
59,29,21,18,4,-4,0,-2,
60,8,11,21,-12,-10,-1,-2,
63,7,12,22,-9,-1,5,0,
61,6,12,21,-18,-8,7,2,
57,1,9,33,-21,-8,7,4,
56,8,-2,21,-12,2,0,1,
61,13,4,18,-17,2,-3,-2,
69,15,-1,30,-17,-5,3,4,
69,24,2,34,-15,-11,2,11,
63,17,4,31,-9,-4,-4,-6,
68,10,-7,25,-15,-5,-4,0,
59,23,4,35,-2,1,-3,-7,
66,18,7,34,-18,-12,-5,-6,
68,21,8,25,-16,-4,4,-2,
65,28,28,19,-11,-14,-2,-7,
65,31,27,22,-9,-19,-10,-7,
6,
1,8,-7,21,-11,3,6,-8,
66,13,13,24,-13,-10,-3,-10,
58,20,13,21,-15,-11,0,-12,
56,30,20,16,-5,-10,-12,-18,
4,-17,-4,11,-13,-9,4,-3,
-9,-26,-11,6,-7,-14,0,12,
3,-30,-19,-3,-25,-10,2,9,
2,-24,-8,-1,-13,-13,-3,3,
-2,-23,-6,3,-23,1,0,-2,
5,-20,-24,-11,-1,-19,12,9,
-7,28,2,6,6,-7,8,0,
14,26,-3,1,-2,-1,-1,-9,
13,11,11,-2,8,14,-3,-2,
